id_sales,id_invoice,date_transaction,number_of_products,unit,currency,id_customer,level_customer,name_customer,id_branches,branch_city,id_distributor,customer_group,product_id,product_name,packaging,product_price,type_id,brand_id,brand_name,total_sales
123,IN6028,2030-01-22,8,TABLET,IDR,CUST55420,Company,APOTEK MERDEKA,CAB04,Bandung,TA,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,TABLET,24500,Produk jadi,201,VNS,196000
124,IN6028,2030-01-22,9,TABLET,IDR,CUST55420,Company,APOTEK MERDEKA,CAB04,Bandung,TA,Apotek,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,47000,Produk jadi,203,SLCYL,423000
125,IN6028,2030-01-22,10,TABLET,IDR,CUST55420,Company,APOTEK MERDEKA,CAB04,Bandung,TA,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,TABLET,39000,Produk jadi,205,OGB & PH,390000
126,IN6028,2030-01-22,7,BOTOL,IDR,CUST55420,Company,APOTEK MERDEKA,CAB04,Bandung,TA,Apotek,BRG0007,ERGOTAMINE COFFEINE,BOTOL,64700,Produk jadi,206,ETIKAL,452900
127,IN6028,2030-01-22,100,TABLET,IDR,CUST55420,Company,APOTEK MERDEKA,CAB04,Bandung,TA,Apotek,BRG0008,TETRACYCLINE KAPSUL 250 MG,TABLET,9800,Produk jadi,204,MARCKS,980000
128,IN6028,2030-01-22,67,BOTOL,IDR,CUST55420,Company,APOTEK MERDEKA,CAB04,Bandung,TA,Apotek,BRG0009,AMBROXOL HC,BOTOL,31000,Produk jadi,207,VNS,2077000
129,IN6028,2030-01-22,78,BOTOL,IDR,CUST55420,Company,APOTEK MERDEKA,CAB04,Bandung,TA,Apotek,BRG0010,PARACETAMOL,BOTOL,21000,Produk jadi,208,SLCYL,1638000
130,IN6306,2027-01-22,45,DUS,IDR,CUST55430,Company,APOTEK SINAR JAYA,CAB06,Bekasi,TA,Apotek,BRG0001,ACYCLOVIR DUS,DUS,96000,Produk jadi,206,OGB & PH,4320000
131,IN6306,2027-01-22,45,TABLET,IDR,CUST55430,Company,APOTEK SINAR JAYA,CAB06,Bekasi,TA,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,TABLET,24500,Produk jadi,201,VNS,1102500
132,IN6306,2027-01-22,34,TABLET,IDR,CUST55430,Company,APOTEK SINAR JAYA,CAB06,Bekasi,TA,Apotek,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,47000,Produk jadi,203,SLCYL,1598000
